small2
t	x	v_{x}
6.553	-209.0	18.29
6.586	-208.1	27.21
6.619	-207.2	17.51
6.653	-206.9	15.88
6.686	-206.1	26.69
6.719	-205.1	18.58
6.752	-204.9	15.47
6.786	-204.1	24.75
6.819	-203.2	29.15
6.852	-202.2	18.68
6.886	-202.0	15.31
6.919	-201.2	24.71
6.952	-200.4	18.82
6.985	-199.9	19.26
7.019	-199.1	25.92
7.052	-198.2	19.33
7.085	-197.8	16.84
7.119	-197.1	24.43
7.152	-196.2	21.62
7.185	-195.6	16.54
7.218	-195.1	20.70
7.251	-194.3	17.90
7.285	-193.9	17.68
7.318	-193.1	26.37
7.351	-192.1	18.67
7.385	-191.8	15.00
7.418	-191.1	25.85
7.451	-190.1	27.31
7.484	-189.3	16.23
7.518	-189.0	16.99
7.551	-188.2	27.36
7.584	-187.2	17.73
7.617	-187.0	16.00
7.651	-186.1	23.81
7.684	-185.4	19.33
7.717	-184.9	19.95
7.750	-184.1	23.40
7.784	-183.3	20.63
7.817	-182.7	18.48
7.850	-182.1	21.98
7.883	-181.2	23.64
7.917	-180.5	19.70
7.950	-179.9	20.39
7.983	-179.1	23.57
8.017	-178.4	18.35
8.050	-177.9	18.81
8.083	-177.1	27.25
8.116	-176.1	19.33
8.150	-175.8	16.10
8.183	-175.0	25.94
8.216	-174.1	17.47
8.249	-173.9	14.88
8.283	-173.1	24.68
8.316	-172.2	19.29
8.349	-171.8	17.23
8.382	-171.1	24.06
8.416	-170.2	21.66
8.449	-169.7	17.76
8.482	-169.0	22.58
8.516	-168.1	28.91
8.549	-167.1	17.99
8.582	-167.0	15.28
8.615	-166.1	23.63
8.649	-165.4	18.15
8.682	-164.9	19.39
8.715	-164.1	25.05
8.748	-163.2	17.84
8.782	-162.9	17.95
8.815	-162.0	26.40
8.848	-161.1	23.68
8.882	-160.5	16.56
8.915	-160.0	21.09
8.948	-159.1	27.98
8.981	-158.2	16.45
9.014	-158.0	16.21
9.048	-157.1	28.02
9.081	-156.1	17.77
9.114	-155.9	15.46
9.147	-155.1	25.83
9.181	-154.2	19.79
9.214	-153.8	17.37
9.247	-153.0	23.70
9.281	-152.2	19.11
9.314	-151.8	17.08
9.347	-151.0	24.27
9.380	-150.2	20.15
9.414	-149.7	16.41
9.447	-149.1	22.45
9.480	-148.2	24.92
9.513	-147.4	18.44
9.547	-147.0	19.71
9.580	-146.1	25.25
9.613	-145.3	17.00
9.646	-145.0	18.95
9.680	-144.0	27.15
9.713	-143.2	17.33
9.746	-142.9	15.72
9.780	-142.1	27.08
9.813	-141.1	19.37
9.846	-140.8	15.25
9.879	-140.1	26.66
9.913	-139.1	27.54
9.946	-138.2	15.80
9.979	-138.0	16.44
10.012	-137.1	29.06
10.046	-136.1	18.47
10.079	-135.9	14.60
10.112	-135.1	28.61
10.145	-134.0	29.05
10.179	-133.2	15.00
10.212	-133.0	14.48
10.245	-132.2	29.46
10.278	-131.1	18.32
10.312	-131.0	14.24
10.345	-130.1	25.90
10.378	-129.3	16.89
10.412	-129.0	18.71
10.445	-128.0	28.05
10.478	-127.1	24.34
10.511	-126.4	18.58
10.545	-125.9	19.65
10.578	-125.1	24.01
10.611	-124.3	16.63
10.644	-124.0	17.04
10.678	-123.2	28.37
10.711	-122.1	19.18
10.744	-121.9	15.31
10.777	-121.1	25.55
10.811	-120.2	31.19
10.844	-119.0	18.96
10.877	-118.9	13.27
10.911	-118.1	23.58
10.944	-117.3	18.31
10.977	-116.9	19.19
11.010	-116.1	25.13
11.044	-115.2	20.45
11.077	-114.7	18.54
11.110	-114.0	24.16
11.143	-113.1	20.36
11.177	-112.6	16.64
11.210	-112.0	24.29
11.243	-111.0	17.04
11.277	-110.9	14.77
11.310	-110.0	28.31
11.343	-109.0	18.63
11.376	-108.8	17.83
11.409	-107.8	26.78
11.443	-107.0	14.98
11.476	-106.8	14.72
11.509	-106.0	24.15
11.543	-105.2	30.07
11.576	-104.0	18.75
11.609	-103.9	14.94
11.642	-103.0	26.19
11.676	-102.2	18.22
11.709	-101.8	17.36
11.742	-101.0	25.81
11.775	-100.1	16.70
11.809	-99.93	17.14
11.842	-98.98	28.25
11.875	-98.05	26.66
11.908	-97.20	16.67
11.942	-96.94	18.65
11.975	-95.96	28.27
12.008	-95.06	16.30
12.041	-94.88	15.61
12.075	-94.02	28.63
12.108	-92.97	17.07
12.141	-92.89	14.81
12.175	-91.99	30.45
12.208	-90.86	29.86
12.241	-90.00	14.77
12.275	-89.87	16.48
12.308	-88.90	28.51
12.341	-87.99	27.61
12.374	-87.07	19.43
12.407	-86.69	17.33
12.441	-85.92	23.53
12.474	-85.13	22.91
12.507	-84.40	19.40
12.541	-83.83	20.74
12.574	-83.02	25.54
12.607	-82.14	20.81
12.640	-81.63	18.37
12.674	-80.92	24.38
12.707	-80.01	26.82
12.740	-79.14	18.61
12.774	-78.77	17.78
12.807	-77.95	25.18
12.840	-77.10	21.83
12.873	-76.50	20.94
12.906	-75.71	24.04
12.940	-74.90	26.22
12.973	-73.96	24.46
13.006	-73.28	19.49
13.039	-72.67	19.45
13.073	-71.97	22.64
13.106	-71.16	19.68
13.139	-70.67	18.90
13.172	-69.90	23.19
13.206	-69.13	24.53
13.239	-68.27	20.00
13.272	-67.80	19.30
13.306	-66.98	23.67
13.339	-66.22	20.64
13.372	-65.61	21.45
13.405	-64.80	23.54
13.439	-64.04	24.91
13.472	-63.14	27.35
13.505	-62.22	22.05
13.538	-61.67	19.65
13.572	-60.92	24.12
13.605	-60.07	23.93
13.638	-59.33	19.73
13.671	-58.76	20.13
13.705	-57.99	22.86
13.738	-57.23	21.99
13.771	-56.52	22.90
13.804	-55.71	23.88
13.838	-54.93	23.10
13.871	-54.18	18.89
13.904	-53.68	17.76
13.938	-52.99	21.36
13.971	-52.25	23.70
14.004	-51.41	21.29
14.037	-50.84	19.97
14.071	-50.09	24.27
14.104	-49.23	24.90
14.137	-48.43	21.51
14.170	-47.79	20.48
14.204	-47.06	22.07
14.237	-46.33	20.83
14.270	-45.68	18.95
14.303	-45.07	21.25
14.337	-44.27	22.64
14.370	-43.56	19.67
14.403	-42.96	21.68
14.436	-42.12	22.35
14.470	-41.47	21.24
14.503	-40.70	21.17
14.536	-40.07	20.26
14.570	-39.36	18.59
14.603	-38.82	18.81
14.636	-38.11	20.88
14.669	-37.44	18.93
14.703	-36.85	20.08
14.736	-36.11	22.88
14.769	-35.32	19.05
14.802	-34.84	18.00
14.836	-34.13	22.69
14.869	-33.33	21.25
14.902	-32.71	19.20
14.935	-32.05	21.40
14.969	-31.29	20.29
15.002	-30.70	17.81
15.035	-30.10	21.65
15.068	-29.26	20.45
