med5
t	x	v_{x}
3.094	-241.3	3.284
3.127	-241.3	5.867
3.160	-241.0	9.942
3.193	-240.6	13.65
3.227	-240.0	19.30
3.260	-239.3	21.84
3.293	-238.6	19.45
3.326	-238.0	21.84
3.360	-237.1	29.04
3.393	-236.1	28.26
3.426	-235.3	30.34
3.459	-234.1	44.45
3.493	-232.3	50.35
3.526	-230.7	46.72
3.559	-229.2	47.68
3.592	-227.6	43.43
3.626	-226.3	38.17
3.659	-225.0	37.27
3.692	-223.8	48.05
3.726	-221.8	57.38
3.759	-220.0	45.93
3.792	-218.8	47.23
3.825	-216.9	51.00
3.859	-215.4	46.18
3.892	-213.8	42.79
3.925	-212.5	37.93
3.958	-211.3	53.87
3.992	-209.0	55.19
4.025	-207.6	47.21
4.059	-205.8	52.33
4.091	-204.1	44.35
4.125	-202.9	48.17
4.158	-200.9	44.76
4.191	-199.9	31.92
4.225	-198.8	43.85
4.258	-197.0	46.34
4.291	-195.7	37.13
4.324	-194.5	58.38
4.358	-191.8	66.40
4.391	-190.1	50.94
4.424	-188.4	47.17
4.457	-186.9	37.32
4.491	-185.9	36.56
4.524	-184.5	27.74
4.557	-184.1	18.72
4.591	-183.3	17.24
4.624	-183.0	9.676
4.657	-182.6	49.19
4.690	-179.7	156.8
4.723	-172.2	128.9
4.757	-171.1	22.60
4.790	-170.7	18.68
4.824	-169.9	16.83
4.857	-169.6	23.34
4.890	-168.3	39.59
4.923	-167.0	33.88
4.956	-166.1	27.38
4.990	-165.1	30.05
5.023	-164.1	29.00
5.056	-163.2	44.51
5.089	-161.1	68.92
5.123	-158.6	81.91
5.156	-155.6	44.98
5.189	-155.6	18.79
5.222	-154.4	
5.256		
5.289	-149.6	
5.323	-148.9	4.777
5.356	-149.3	14.06
5.389	-148.0	38.24
5.422	-146.7	76.35
5.455	-142.9	73.58
5.489	-141.8	32.56
5.522	-140.7	40.41
5.555	-139.1	43.36
5.589	-137.8	38.71
5.622	-136.6	42.84
5.655	-135.0	42.88
5.688	-133.7	36.47
5.721	-132.5	40.91
5.755	-131.0	42.11
5.788	-129.7	43.44
5.821	-128.1	43.52
5.854	-126.8	38.43
5.888	-125.5	34.46
5.921	-124.6	37.79
5.954	-123.0	39.78
5.988	-121.9	20.95
6.021	-121.7	21.84
6.054	-120.5	27.35
6.087	-119.8	27.06
6.121	-118.7	45.44
6.154	-116.8	45.44
6.187	-115.6	43.69
6.220	-113.9	44.23
6.254	-112.7	35.72
6.287	-111.5	30.49
6.320	-110.7	36.62
6.353	-109.1	40.16
6.387	-108.0	37.33
6.420	-106.6	36.89
6.453	-105.5	38.18
6.486	-104.1	47.35
6.520	-102.4	36.48
6.553	-101.6	34.89
6.586	-100.1	48.79
6.620	-98.39	62.14
6.653	-95.94	51.93
6.686	-94.94	36.27
6.719	-93.52	127.4
6.753	-86.46	114.1
6.786	-85.94	14.47
6.819	-85.50	13.49
6.852	-85.04	24.31
6.886	-83.88	29.49
6.919	-83.08	28.11
6.952	-82.01	33.42
6.985	-80.86	35.59
7.019	-79.64	38.38
7.052	-78.31	43.48
7.085	-76.75	39.69
7.119	-75.66	39.26
7.152	-74.14	43.82
7.185	-72.75	33.94
7.218	-71.87	30.32
7.252	-70.73	38.46
7.285	-69.32	27.77
7.318	-68.88	33.30
7.351	-67.11	46.54
7.385	-65.79	37.19
7.418	-64.63	37.83
7.451	-63.27	40.15
7.484	-61.96	37.70
7.518	-60.77	44.00
7.551	-59.03	54.79
7.584	-57.12	50.16
7.617	-55.70	45.20
7.651	-54.11	44.74
7.684	-52.72	36.69
7.717	-51.67	41.72
7.750	-49.94	42.81
7.784	-48.83	32.65
7.817	-47.77	31.59
7.850	-46.72	51.36
7.884	-44.36	58.98
7.917	-42.80	40.61
7.950	-41.66	32.57
7.984	-40.63	42.61
8.017	-38.81	49.02
8.050	-37.38	43.44
8.083	-35.93	39.97
8.116	-34.72	32.08
8.150	-33.80	28.70
8.183	-32.81	40.37
8.216	-31.11	46.06
8.250	-29.73	38.54
8.283	-28.55	41.39
8.316	-26.99	41.40
8.349	-25.79	42.18
8.383	-24.18	47.31
8.416	-22.64	42.50
8.449	-21.35	42.05
8.482	-19.85	38.97
8.516	-18.76	42.65
